id,name,link
ev0001340,"Action on Film International Film Festival, USA",https://www.imdb.com/event/ev0001340
ev0004452,"Actors Awards, Los Angeles",https://www.imdb.com/event/ev0004452
ev0001076,ACTRA Awards,https://www.imdb.com/event/ev0001076
ev0003746,Adana Film Festival,https://www.imdb.com/event/ev0003746
ev0012799,Adapted Screenplay Competition,https://www.imdb.com/event/ev0012799
ev0002054,ADC Awards,https://www.imdb.com/event/ev0002054
ev0005614,ADCN Awards,https://www.imdb.com/event/ev0005614
ev0002764,Adelaide Film Festival,https://www.imdb.com/event/ev0002764
ev0005062,Adelaide International Youth Film Festival,https://www.imdb.com/event/ev0005062
ev0002074,ADG Awards,https://www.imdb.com/event/ev0002074
ev0001296,ADIRCAE Awards,https://www.imdb.com/event/ev0001296
ev0005204,Adirondack Film Festival,https://www.imdb.com/event/ev0005204
ev0000008,"Adolf Grimme Awards, Germany",https://www.imdb.com/event/ev0000008
ev0000009,Adult Film Association of America,https://www.imdb.com/event/ev0000009
ev0000010,Adult Video News Awards,https://www.imdb.com/event/ev0000010
ev0006861,Advanced Imaging Society Lumiere Awards,https://www.imdb.com/event/ev0006861
ev0005737,AdventureJam,https://www.imdb.com/event/ev0005737
ev0003895,Adventure Outdoor Fest Movie Awards,https://www.imdb.com/event/ev0003895
ev0004910,AEAF Awards,https://www.imdb.com/event/ev0004910
ev0005906,AegeanDocs - International Documentary Film Festival,https://www.imdb.com/event/ev0005906
ev0003590,Aegis Film and Video Production Awards,https://www.imdb.com/event/ev0003590
ev0002620,Aesthetica Short Film Festival,https://www.imdb.com/event/ev0002620
ev0006170,AFC Global Fest,https://www.imdb.com/event/ev0006170
ev0004308,A-FestFilm ROZAFA,https://www.imdb.com/event/ev0004308
ev0005144,Aff-Era Filmowa,https://www.imdb.com/event/ev0005144
ev0003085,AFIA International Film & Video Festival,https://www.imdb.com/event/ev0003085
ev0000768,"AFI Awards, USA",https://www.imdb.com/event/ev0000768
ev0004642,AFI Docs Festival,https://www.imdb.com/event/ev0004642
ev0000409,AFI Fest,https://www.imdb.com/event/ev0000409
ev0004190,Africa International Film Festival (AFRIFF),https://www.imdb.com/event/ev0004190
ev0002993,Africa Magic Viewers Choice Awards,https://www.imdb.com/event/ev0002993
ev0002251,African American Arts Alliance of Chicago,https://www.imdb.com/event/ev0002251
ev0005237,African American Diaspora International Film Festival,https://www.imdb.com/event/ev0005237
ev0002165,African-American Film Critics Association (AAFCA),https://www.imdb.com/event/ev0002165
ev0015181,African Diaspora International Film Festival,https://www.imdb.com/event/ev0015181
ev0002368,African Movie Academy Awards,https://www.imdb.com/event/ev0002368
ev0013768,African Smartphone International Film Festival,https://www.imdb.com/event/ev0013768
ev0001673,Africa World Documentary Film Festival,https://www.imdb.com/event/ev0001673
ev0006599,Afrinolly Film Festival,https://www.imdb.com/event/ev0006599
ev0007157,Afrodite Shorts,https://www.imdb.com/event/ev0007157
ev0004209,After Hours Say It In Eight Student Film Festival,https://www.imdb.com/event/ev0004209
ev0004382,Afterlife Paranormal Conference & Film Festival,https://www.imdb.com/event/ev0004382
ev0000880,"Aftonbladet TV Prize, Sweden",https://www.imdb.com/event/ev0000880
ev0001198,Agen American Indie Film Festival,https://www.imdb.com/event/ev0001198
ev0000011,AGON International Meeting of Archaeological Film,https://www.imdb.com/event/ev0000011
ev0001306,AgroFilm,https://www.imdb.com/event/ev0001306
ev0004353,AGS Awards,https://www.imdb.com/event/ev0004353
ev0002105,Aguilar de Campoo Short Film Festival,https://www.imdb.com/event/ev0002105
ev0002358,AIAS DICE Awards,https://www.imdb.com/event/ev0002358
ev0004760,AICE Awards,https://www.imdb.com/event/ev0004760
ev0016171,AIFA Fest,https://www.imdb.com/event/ev0016171
ev0002082,AIMIA Awards,https://www.imdb.com/event/ev0002082
ev0005465,AIPE Latin Golden Award,https://www.imdb.com/event/ev0005465
ev0002367,Air Canada En Route Film Festival,https://www.imdb.com/event/ev0002367
ev0001380,Aisne International Film Festival for Young People,https://www.imdb.com/event/ev0001380
ev0001197,Aix-en-Provence International Short Film Festival,https://www.imdb.com/event/ev0001197
ev0000012,Ajijic International Film Festival,https://www.imdb.com/event/ev0000012
ev0003569,Ajyal Youth Film Festival,https://www.imdb.com/event/ev0003569
ev0003122,Akademia Music Awards,https://www.imdb.com/event/ev0003122
ev0004486,Akbank Short Film Festival,https://www.imdb.com/event/ev0004486
ev0003202,Ak Ilbirs National Film Awards,https://www.imdb.com/event/ev0003202
ev0004839,AKUT - Amberger Kurzfilmwettbewerb,https://www.imdb.com/event/ev0004839
ev0004193,Alameda International Film Festival,https://www.imdb.com/event/ev0004193
ev0002089,Alaska International Film Awards,https://www.imdb.com/event/ev0002089
ev0003143,albert+ Sustainable Production Certification,https://www.imdb.com/event/ev0003143
ev0000024,Alberta Film & Television Awards (AMPIA Awards),https://www.imdb.com/event/ev0000024
ev0001184,Albuquerque DigiFest Southwest,https://www.imdb.com/event/ev0001184
ev0001550,Albuquerque Duke City Shootout,https://www.imdb.com/event/ev0001550
ev0002149,Albuquerque Film & Music Experience,https://www.imdb.com/event/ev0002149
ev0000775,Albuquerque Flicks on 66 Film Festival,https://www.imdb.com/event/ev0000775
ev0001438,Albuquerque Gorilla Tango Film Festival,https://www.imdb.com/event/ev0001438
ev0000013,Alcalá de Henares Short Film Festival,https://www.imdb.com/event/ev0000013
ev0000742,Alcances,https://www.imdb.com/event/ev0000742
ev0008376,ALCINE - Festival de Cine de Alcalá de Henares,https://www.imdb.com/event/ev0008376
ev0000745,Ale Kino! - International Young Audience Film Festival,https://www.imdb.com/event/ev0000745
ev0006128,Alexandre Trauner Art Film Festival,https://www.imdb.com/event/ev0006128
ev0001822,"Alexandria Film Festival, US",https://www.imdb.com/event/ev0001822
ev0000769,Alexandria International Film Festival,https://www.imdb.com/event/ev0000769
ev0005804,Alexandria Short Film Festival,https://www.imdb.com/event/ev0005804
ev0001639,Alfred I. duPont-Columbia University Awards,https://www.imdb.com/event/ev0001639
ev0000014,Algarve International Film Festival,https://www.imdb.com/event/ev0000014
ev0005703,Alicante Film Festival,https://www.imdb.com/event/ev0005703
ev0013533,Alice in the City,https://www.imdb.com/event/ev0013533
ev0001772,Aljazeera International Documentary Film Festival,https://www.imdb.com/event/ev0001772
ev0000015,All African Film Awards,https://www.imdb.com/event/ev0000015
ev0005148,All American High School Film Festival,https://www.imdb.com/event/ev0005148
ev0003593,All Def Movie Awards,https://www.imdb.com/event/ev0003593
ev0001984,Alliance of Women Film Journalists,https://www.imdb.com/event/ev0001984
ev0005107,Alliance of Women in Media - Genii Awards,https://www.imdb.com/event/ev0005107
ev0002453,All Sports Los Angeles Film Festival,https://www.imdb.com/event/ev0002453
ev0000016,ALMA Awards,https://www.imdb.com/event/ev0000016
ev0001399,Almería International Short Film Festival,https://www.imdb.com/event/ev0001399
ev0004319,Almeria Western Film Festival,https://www.imdb.com/event/ev0004319
ev0003303,Almost Famous Film Festival,https://www.imdb.com/event/ev0003303
ev0001161,Alpe d'Huez International Comedy Film Festival,https://www.imdb.com/event/ev0001161
ev0007821,Alpha Film Festival,https://www.imdb.com/event/ev0007821
ev0000803,Alpinale European Film Festival,https://www.imdb.com/event/ev0000803
ev0005723,Altan Khalis Independent Film Festival,https://www.imdb.com/event/ev0005723
ev0013632,Altan Khalis International Film Festival,https://www.imdb.com/event/ev0013632
ev0000778,Alternative Film Festival,https://www.imdb.com/event/ev0000778
ev0001529,Alter-Native International Short Film Festival,https://www.imdb.com/event/ev0001529
ev0005408,AltFF Alternative Film Festival,https://www.imdb.com/event/ev0005408
ev0013098,Alu Cine Latin Film + Media Art Festival,https://www.imdb.com/event/ev0013098
ev0000876,"Amanda Awards, Norway",https://www.imdb.com/event/ev0000876
ev0005566,Amandus festivalen,https://www.imdb.com/event/ev0005566
ev0004352,Amarcord Chicago Arthouse Film Awards,https://www.imdb.com/event/ev0004352
ev0004188,Amarcort Film Festival,https://www.imdb.com/event/ev0004188
ev0005608,AMAW NYC Film Festival,https://www.imdb.com/event/ev0005608
ev0002533,Amazonas Film Festival,https://www.imdb.com/event/ev0002533
ev0004780,AM Egypt Film Festival,https://www.imdb.com/event/ev0004780
ev0004400,America's Rainbow Film Festival (ARFF),https://www.imdb.com/event/ev0004400
ev0006566,American Advertising Awards,https://www.imdb.com/event/ev0006566
ev0005894,Americana Film Fest,https://www.imdb.com/event/ev0005894
ev0002864,American Bar Association Silver Gavel Awards for Media and the Arts,https://www.imdb.com/event/ev0002864
ev0000831,American Black Film Festival,https://www.imdb.com/event/ev0000831
ev0001303,American Children's Television Festival,https://www.imdb.com/event/ev0001303
ev0000755,"American Choreography Awards, USA",https://www.imdb.com/event/ev0000755
ev0000017,"American Cinema Editors, USA",https://www.imdb.com/event/ev0000017
ev0000018,"American Cinema Foundation, USA",https://www.imdb.com/event/ev0000018
ev0000735,American Cinematheque Gala Tribute,https://www.imdb.com/event/ev0000735
ev0000019,"American Comedy Awards, USA",https://www.imdb.com/event/ev0000019
ev0005356,American Conservation Film Festival,https://www.imdb.com/event/ev0005356
ev0001706,American Documentary Film Festival and Film Fund,https://www.imdb.com/event/ev0001706
ev0005462,"American Filmatic Arts Awards, Brooklyn",https://www.imdb.com/event/ev0005462
ev0004820,American Film Award,https://www.imdb.com/event/ev0004820
ev0007883,American Film Awards,https://www.imdb.com/event/ev0007883
ev0004729,American Film Festival,https://www.imdb.com/event/ev0004729
ev0000020,"American Film Institute, USA",https://www.imdb.com/event/ev0000020
ev0004636,American Gem Short Script Contest & Literary Festival,https://www.imdb.com/event/ev0004636
ev0015247,American Golden Picture International Film Festival,https://www.imdb.com/event/ev0015247
ev0005028,American Horror Film Festival,https://www.imdb.com/event/ev0005028
ev0001850,"American Independent Film Festival, US",https://www.imdb.com/event/ev0001850
ev0000800,American Indian Film Festival,https://www.imdb.com/event/ev0000800
ev0001237,American Indian LA Film and TV Awards,https://www.imdb.com/event/ev0001237
ev0002342,"American International Film Festival, San Gabriel",https://www.imdb.com/event/ev0002342
ev0000862,American Movie Awards,https://www.imdb.com/event/ev0000862
ev0005158,American Music Awards,https://www.imdb.com/event/ev0005158
ev0002794,American Online Film Awards,https://www.imdb.com/event/ev0002794
ev0003200,American Psychological Association (APA) Film Festival,https://www.imdb.com/event/ev0003200
ev0000799,"American Screenwriters Association, USA",https://www.imdb.com/event/ev0000799
ev0004554,American Short Film Awards,https://www.imdb.com/event/ev0004554
ev0000022,"American Society of Cinematographers, USA",https://www.imdb.com/event/ev0000022
ev0002809,American Television Awards,https://www.imdb.com/event/ev0002809
ev0003911,American Youth Film Festival,https://www.imdb.com/event/ev0003911
ev0003616,American Zoetrope Screenplay Contest,https://www.imdb.com/event/ev0003616
ev0000023,Amiens International Film Festival,https://www.imdb.com/event/ev0000023
ev0004499,Ammar Film Festival,https://www.imdb.com/event/ev0004499
ev0000837,Amnesty International Film Festival,https://www.imdb.com/event/ev0000837
ev0005744,Amnesty Media Awards,https://www.imdb.com/event/ev0005744
ev0000798,Amsterdam Fantastic Film Festival,https://www.imdb.com/event/ev0000798
ev0001996,Amsterdam Film Festival,https://www.imdb.com/event/ev0001996
ev0000025,Amsterdam International Documentary Film Festival,https://www.imdb.com/event/ev0000025
ev0005299,Amsterdam International Filmmaker Festival,https://www.imdb.com/event/ev0005299
ev0005366,Amsterdam International Filmmaker Festival.,https://www.imdb.com/event/ev0005366
ev0002791,Anaheim International Film Festival,https://www.imdb.com/event/ev0002791
ev0005729,Ananda Vikatan Cinema Awards,https://www.imdb.com/event/ev0005729
ev0005354,An Anti-Hero Production Genre Fest,https://www.imdb.com/event/ev0005354
ev0005130,Anatomy Crime and Horror Film Festival,https://www.imdb.com/event/ev0005130
ev0001018,Anchorage International Film Festival,https://www.imdb.com/event/ev0001018
ev0013483,Andaras Film Festival,https://www.imdb.com/event/ev0013483
ev0000026,Angel Awards,https://www.imdb.com/event/ev0000026
ev0000892,AngelCiti Film Festival,https://www.imdb.com/event/ev0000892
ev0001258,Angelus Awards Student Film Festival,https://www.imdb.com/event/ev0001258
ev0000027,Angers European First Film Festival,https://www.imdb.com/event/ev0000027
ev0004933,Anglet International Surf Film Festival,https://www.imdb.com/event/ev0004933
ev0002583,Angry Film Festival,https://www.imdb.com/event/ev0002583
ev0008476,anhattan International Film Festival,https://www.imdb.com/event/ev0008476
ev0002390,A Night of Horror International Film Festival,https://www.imdb.com/event/ev0002390
ev0005970,Anilogue International Animation Festival,https://www.imdb.com/event/ev0005970
ev0004048,Anim'est International Animation Film Festival,https://www.imdb.com/event/ev0004048
ev0005967,Anima - Brussels Animation Film Festival,https://www.imdb.com/event/ev0005967
ev0001415,ANIMA - Córdoba International Animation Festival,https://www.imdb.com/event/ev0001415
ev0001504,"Animacor - International Animation Festival, Spain",https://www.imdb.com/event/ev0001504
ev0013540,Anima Fest Gdańsk,https://www.imdb.com/event/ev0013540
ev0006151,Animago AWARD,https://www.imdb.com/event/ev0006151
ev0012105,Animal Behavior Society Film Festival,https://www.imdb.com/event/ev0012105
ev0000028,Anima Mundi Animation Festival,https://www.imdb.com/event/ev0000028
ev0005842,Animateka,https://www.imdb.com/event/ev0005842
ev0006040,Animation Nights New York Best Of Fest (ANNY),https://www.imdb.com/event/ev0006040
ev0002960,Animator (International Animated Film Festival),https://www.imdb.com/event/ev0002960
ev0006150,"Animatou, International Animation Film Festival",https://www.imdb.com/event/ev0006150
ev0004632,"Animayo:The International Film Festival of Animation, Visual Effects and Video Games",https://www.imdb.com/event/ev0004632
ev0002433,AniMazing Spotlight!,https://www.imdb.com/event/ev0002433
ev0001206,Anjalankoski Film Sunday,https://www.imdb.com/event/ev0001206
ev0001065,Ankara Flying Broom International Women's Film Festival,https://www.imdb.com/event/ev0001065
ev0000029,Ankara International Film Festival,https://www.imdb.com/event/ev0000029
ev0001304,Annapolis Film Festival,https://www.imdb.com/event/ev0001304
ev0001034,Annapolis Reel Cinema Festival,https://www.imdb.com/event/ev0001034
ev0000030,Ann Arbor Film Festival,https://www.imdb.com/event/ev0000030
ev0006196,Ann Arbor Polish Film Festival,https://www.imdb.com/event/ev0006196
ev0000031,Annecy International Animated Film Festival,https://www.imdb.com/event/ev0000031
ev0000963,Annecy Italian Cinema Festival,https://www.imdb.com/event/ev0000963
ev0000032,Annie Awards,https://www.imdb.com/event/ev0000032
ev0003259,Annonay International Festival of First Films,https://www.imdb.com/event/ev0003259
ev0001933,"Annual Central European Bollywood Awards, India",https://www.imdb.com/event/ev0001933
ev0016237,Annual Game Music Awards,https://www.imdb.com/event/ev0016237
ev0009697,Annual Hofstra Student Film Festival,https://www.imdb.com/event/ev0009697
ev0003043,Annual Native American Film & Video Festival of the Southeast,https://www.imdb.com/event/ev0003043
ev0013227,Annual Soompi Awards,https://www.imdb.com/event/ev0013227
ev0003115,Anonimul International Independent Film Festival,https://www.imdb.com/event/ev0003115
ev0002731,Another Hole in the Head Genre Film Festival,https://www.imdb.com/event/ev0002731
ev0014620,Antakya Film Festival,https://www.imdb.com/event/ev0014620
ev0000033,Antalya Golden Orange Film Festival,https://www.imdb.com/event/ev0000033
ev0000034,Antalya International Short Film/Video Festival,https://www.imdb.com/event/ev0000034
ev0001501,Antelope Valley Independent Film Festival,https://www.imdb.com/event/ev0001501
ev0001175,"Antena de Oro, Spain",https://www.imdb.com/event/ev0001175
ev0001685,Antenna Documentary Festival,https://www.imdb.com/event/ev0001685
ev0002894,"Anthem Film Festival, Las Vegas",https://www.imdb.com/event/ev0002894
ev0000035,Anti-Defamation League,https://www.imdb.com/event/ev0000035
ev0008641,APAN Star Awards,https://www.imdb.com/event/ev0008641
ev0004795,Apex Short Film and Music Video Festival,https://www.imdb.com/event/ev0004795
ev0006129,Aphrodite Film Awards,https://www.imdb.com/event/ev0006129
ev0004769,APIFA Film festival,https://www.imdb.com/event/ev0004769
ev0004392,APKIT Awards,https://www.imdb.com/event/ev0004392
ev0002840,A Place Called Sacramento Film Festival,https://www.imdb.com/event/ev0002840
ev0006080,Apocalypse Later International Fantastic Film Festival,https://www.imdb.com/event/ev0006080
ev0001361,Appalachian Film Festival,https://www.imdb.com/event/ev0001361
ev0005010,Apricot Tree International Ethno-Film Festival: Ethnography & Anthropology,https://www.imdb.com/event/ev0005010
ev0001173,Apsara Film Producers Guild Awards,https://www.imdb.com/event/ev0001173
ev0014225,Arab Critic's Awards for European Films,https://www.imdb.com/event/ev0014225
ev0001873,"Arab Film Festival, US",https://www.imdb.com/event/ev0001873
ev0005610,Arab Film Festival (AFF),https://www.imdb.com/event/ev0005610
ev0007123,Arabisches Film Festival,https://www.imdb.com/event/ev0007123
ev0006042,Arab Short Film Festival,https://www.imdb.com/event/ev0006042
ev0000036,Archeofilmfest,https://www.imdb.com/event/ev0000036
ev0005029,Arch Film Lund - Lund International Architecture Film Festival,https://www.imdb.com/event/ev0005029
ev0000810,Arcipelago - International Festival of Short Films and New Images,https://www.imdb.com/event/ev0000810
ev0016336,Arctic Film Festival,https://www.imdb.com/event/ev0016336
ev0005844,A Rebel Minded Festival,https://www.imdb.com/event/ev0005844
ev0000038,Argentinean Film Critics Association Awards,https://www.imdb.com/event/ev0000038
ev0005229,Argo Film Festival,https://www.imdb.com/event/ev0005229
ev0000073,Århus Film Festival,https://www.imdb.com/event/ev0000073
ev0000855,ARIA Music Awards,https://www.imdb.com/event/ev0000855
ev0000001,"Ariel Awards, Mexico",https://www.imdb.com/event/ev0000001
ev0001554,Arizona Black Film Showcase,https://www.imdb.com/event/ev0001554
ev0000039,Arizona International Film Festival,https://www.imdb.com/event/ev0000039
ev0001136,Arizona State University Art Museum Short Film and Video Festival,https://www.imdb.com/event/ev0001136
ev0001847,"Arizona Underground Film Festival, US",https://www.imdb.com/event/ev0001847
ev0013477,ARKIPEL Jakarta International Documentary and Experimental Film Festival,https://www.imdb.com/event/ev0013477
ev0006301,Arlington International Film Festival,https://www.imdb.com/event/ev0006301
ev0002842,"Arouca Film Festival, Portugal",https://www.imdb.com/event/ev0002842
ev0004918,Around International Film Festival,https://www.imdb.com/event/ev0004918
ev0001157,Arpa International Film Festival,https://www.imdb.com/event/ev0001157
ev0007685,Arquiteturas Film Festival,https://www.imdb.com/event/ev0007685
ev0004917,Arquiteturas Film Festival Lisboa,https://www.imdb.com/event/ev0004917
ev0008112,Arquivo Em Cartaz - Festival Internacional de Cinema de Arquivo,https://www.imdb.com/event/ev0008112
ev0003188,Arraial Cine Fest,https://www.imdb.com/event/ev0003188
ev0003761,Arse Elektronika,https://www.imdb.com/event/ev0003761
ev0014653,ART&TUR - International Tourism Film Festival,https://www.imdb.com/event/ev0014653
ev0002783,Art All Night Film Festival,https://www.imdb.com/event/ev0002783
ev0000618,Art Directors Guild,https://www.imdb.com/event/ev0000618
ev0004925,Artdocfest,https://www.imdb.com/event/ev0004925
ev0000041,Artek - International Children's Film Festival,https://www.imdb.com/event/ev0000041
ev0003254,Artemis Women in Action Film Festival,https://www.imdb.com/event/ev0003254
ev0004060,Arte Non Stop Film Festival,https://www.imdb.com/event/ev0004060
ev0000040,Art Film Festival,https://www.imdb.com/event/ev0000040
ev0006055,Art for Peace Festival,https://www.imdb.com/event/ev0006055
ev0012336,Artios Awards,https://www.imdb.com/event/ev0012336
ev0003123,Artist in Music Awards (AIM Awards),https://www.imdb.com/event/ev0003123
ev0005179,Artivist Film Festival,https://www.imdb.com/event/ev0005179
ev0004350,Artkino,https://www.imdb.com/event/ev0004350
ev0002115,Artlightenment Film Festival,https://www.imdb.com/event/ev0002115
ev0005615,ArtPrize,https://www.imdb.com/event/ev0005615
ev0000042,"Arts and Entertainment Critics Awards, Chile",https://www.imdb.com/event/ev0000042
ev0004351,Art Short,https://www.imdb.com/event/ev0004351
